,stat
Cluster-33358.34284,0.344805619
Cluster-33358.34303,-1.292951388
Cluster-33358.34314,0.172489982
Cluster-33358.34317,1.127436768
Cluster-33358.34325,0.891132724
Cluster-33358.34326,1.438446859
Cluster-33358.34330,-0.224934765
Cluster-33358.34336,-1.794031202
Cluster-33358.34338,-0.486192273
Cluster-33358.34345,-2.920257392
Cluster-33358.34349,-0.313045193
Cluster-33358.34355,-0.765044176
Cluster-33358.34362,3.781497187
Cluster-33358.34392,0.64936502
Cluster-33358.34398,0.245213051
Cluster-33358.34399,-1.516343644
Cluster-33358.34403,-1.397991566
Cluster-33358.34423,-1.471883729
Cluster-33358.34440,0.234109115
Cluster-33358.34443,-0.702205165
Cluster-33358.34445,2.037102612
Cluster-33358.34448,-0.349444372
Cluster-33358.34454,-0.470832219
Cluster-33358.34457,0.265195971
Cluster-33358.34460,0.608429251
Cluster-33358.34461,1.830846306
Cluster-33358.34466,1.518966038
Cluster-33358.34485,2.073065701
Cluster-33358.34491,-1.371766365
Cluster-33358.34496,-1.876620511
Cluster-33358.34497,-1.872840319
Cluster-33358.34500,-0.840440202
Cluster-33358.34529,-0.723857423
Cluster-33358.34530,-0.591227338
Cluster-33358.34544,0.106975609
Cluster-33358.34548,-0.969783283
Cluster-33358.34557,-0.417389886
Cluster-33358.34566,-2.546887777
Cluster-33358.34567,-2.268218297
Cluster-33358.34589,-1.202393869
Cluster-33358.34601,-0.283352622
Cluster-33358.34603,-0.015881407
Cluster-33358.34609,1.647638109
Cluster-33358.34612,-0.233058098
Cluster-33358.34614,-0.430317532
Cluster-33358.34623,1.447456178
Cluster-33358.34624,-1.116405861
Cluster-33358.34628,0.724436948
Cluster-33358.34637,0.683582811
Cluster-33358.34660,-1.541438417
Cluster-33358.34662,-1.284854553
Cluster-33358.34671,-0.48056271
Cluster-33358.34673,-0.14828963
Cluster-33358.34675,-0.397348924
Cluster-33358.34680,0.053415746
Cluster-33358.34699,0.120237886
Cluster-33358.34707,-0.635018463
Cluster-33358.34711,-1.488855654
Cluster-33358.34722,0.692510343
Cluster-33358.34739,-2.054617312
Cluster-33358.34742,-2.566813529
Cluster-33358.34758,0.111075801
Cluster-33358.34768,0.110555461
Cluster-33358.34787,0.670794801
Cluster-33358.34794,-0.193589372
Cluster-33358.34796,0.05674959
Cluster-33358.34802,-1.635879418
Cluster-33358.34803,1.913647186
Cluster-33358.34805,2.596797715
Cluster-33358.34807,1.169958257
Cluster-33358.34810,-0.381746882
Cluster-33358.34812,-0.096135722
Cluster-33358.34818,1.736409761
Cluster-33358.34844,0.814478625
Cluster-33358.34859,-0.235789857
Cluster-33358.34867,-1.090076637
Cluster-33358.34870,-0.695260538
Cluster-33358.34877,0.856530984
Cluster-33358.34879,-0.594735922
Cluster-33358.34892,0.719111999
Cluster-33358.34905,0.028242726
Cluster-33358.34906,0.208185408
Cluster-33358.34909,-0.21108513
Cluster-33358.34911,-1.086443456
Cluster-33358.34922,0.369391499
Cluster-33358.34948,-2.256069
Cluster-33358.34949,-1.374120541
Cluster-33358.34966,0.874933359
Cluster-33358.34968,-0.672308494
Cluster-33358.34981,-0.112421804
Cluster-33358.34984,1.591938802
Cluster-33358.34987,1.582266561
Cluster-33358.34993,-0.012375537
Cluster-33358.35012,0.171279011
Cluster-33358.35032,-1.383558336
Cluster-33358.35046,-0.559380609
Cluster-33358.35047,-0.768500756
Cluster-33358.35052,-0.356728923
Cluster-33358.35054,1.104366271
Cluster-33358.35056,0.749466146
Cluster-33358.35087,-0.176697146
Cluster-33358.35097,2.450725363
Cluster-33358.35130,0.542845358
Cluster-33358.35156,4.488382246
Cluster-33358.35168,0.220996026
Cluster-33358.35178,-1.324044009
Cluster-33358.35194,-1.583188469
Cluster-33358.35197,-0.193822812
Cluster-33358.35215,-3.531854029
Cluster-33358.35218,0.057703422
Cluster-33358.35230,-0.014730984
Cluster-33358.35242,0.091879447
Cluster-33358.35270,-1.317686503
Cluster-33358.35274,0.568989741
Cluster-33358.35276,1.775495103
Cluster-33358.35302,0.557222992
Cluster-33358.35311,0.468815856
Cluster-33358.35318,0.902806512
Cluster-33358.35319,-0.529790714
Cluster-33358.35331,0.393581101
Cluster-33358.35341,-1.277038311
Cluster-33358.35342,-0.301838912
Cluster-33358.35357,0.016423462
Cluster-33358.35366,-1.121907898
Cluster-33358.35396,-1.120342372
Cluster-33358.35397,1.948913117
Cluster-33358.35400,-0.477988488
Cluster-33358.35417,2.131035744
Cluster-33358.35418,-0.029460567
Cluster-33358.35427,-1.307143834
Cluster-33358.35445,0.083766163
Cluster-33358.35461,0.775042131
Cluster-33358.35467,-0.932255628
Cluster-33358.35472,-2.438548735
Cluster-33358.35473,1.207782605
Cluster-33358.35474,-0.794127863
Cluster-33358.35483,-0.082102963
Cluster-33358.35485,-0.250311234
Cluster-33358.35492,1.967389006
Cluster-33358.35507,1.031845007
Cluster-33358.35510,0.389287235
Cluster-33358.35527,0.446052747
Cluster-33358.35558,-1.213037656
Cluster-33358.35559,-0.120912204
Cluster-33358.35566,-0.576659798
Cluster-33358.35567,0.262641326
Cluster-33358.35589,-1.685180063
Cluster-33358.35594,0.568929112
Cluster-33358.35599,-0.800715695
Cluster-33358.35618,0.920179176
Cluster-33358.35637,-1.158497656
Cluster-33358.35638,-0.806757227
Cluster-33358.35644,-0.775637406
Cluster-33358.35661,-0.538692818
Cluster-33358.35673,1.289865111
Cluster-33358.35688,-4.219063589
Cluster-33358.35705,1.502419391
Cluster-33358.35707,-2.373222307
Cluster-33358.35708,0.521490179
Cluster-33358.35722,-0.415768737
Cluster-33358.35723,-0.622076088
Cluster-33358.35724,-1.954543724
Cluster-33358.35727,-2.224640493
Cluster-33358.35736,0.333768306
Cluster-33358.35746,0.899311309
Cluster-33358.35749,3.228379613
Cluster-33358.35758,1.241731255
Cluster-33358.35763,-1.076651632
Cluster-33358.35779,1.101134062
Cluster-33358.35780,1.024086928
Cluster-33358.35782,-1.22466328
Cluster-33358.35790,-1.372249054
Cluster-33358.35796,2.259041761
Cluster-33358.35799,-1.742660327
Cluster-33358.35811,-0.578997331
Cluster-33358.35823,-0.227372454
Cluster-33358.35836,-1.0804289
Cluster-33358.35844,0.663796465
Cluster-33358.35851,-0.142560852
Cluster-33358.35857,0.440918727
Cluster-33358.35870,-0.279269768
Cluster-33358.35903,-1.142620836
Cluster-33358.35917,-2.511495674
Cluster-33358.35925,-0.589778435
Cluster-33358.35926,-1.571915682
Cluster-33358.35935,-0.11274059
Cluster-33358.35939,-0.499197826
Cluster-33358.35940,1.133136751
Cluster-33358.35985,2.346727485
Cluster-33358.36006,1.419931404
Cluster-33358.36015,-1.934354259
Cluster-33358.36022,0.869627496
Cluster-33358.36027,-1.160268917
Cluster-33358.36034,-0.42105278
Cluster-33358.36038,0.685763961
Cluster-33358.36042,-1.11225115
Cluster-33358.36076,-0.685395616
Cluster-33358.36089,-0.337548592
Cluster-33358.36101,-0.234375989
Cluster-33358.36103,-1.962855937
Cluster-33358.36123,-1.594755131
Cluster-33358.36132,-0.872321674
Cluster-33358.36136,1.506960515
Cluster-33358.36142,-0.136811114
Cluster-33358.36154,0.252273853
Cluster-33358.36163,0.13907352
Cluster-33358.36175,-0.05955037
Cluster-33358.36192,0.187600398
Cluster-33358.36193,-3.080141142
Cluster-33358.36199,1.061975581
Cluster-33358.36203,-0.233102971
Cluster-33358.36232,-0.289172867
Cluster-33358.36249,1.733717389
Cluster-33358.36254,1.362694357
Cluster-33358.36257,2.078147726
Cluster-33358.36272,3.065611761
Cluster-33358.36277,-0.341478775
Cluster-33358.36282,1.037541765
Cluster-33358.36321,-0.425114137
Cluster-33358.36335,-1.157841543
Cluster-33358.36344,-1.790644895
Cluster-33358.36348,0.829128811
Cluster-33358.36356,0.31082838
Cluster-33358.36378,1.88250563
Cluster-33358.36381,-0.839039469
Cluster-33358.36382,0.81829632
Cluster-33358.36387,0.615898037
Cluster-33358.36393,0.641809322
Cluster-33358.36396,-2.64797798
Cluster-33358.36404,-0.146860075
Cluster-33358.36421,-0.870250432
Cluster-33358.36425,-0.437936994
Cluster-33358.36428,-0.722801023
Cluster-33358.36444,-2.105724025
Cluster-33358.36455,-0.09238246
Cluster-33358.36464,1.023806785
Cluster-33358.36471,-1.892172598
Cluster-33358.36474,-1.109130392
Cluster-33358.36486,1.716996251
Cluster-33358.36521,-1.413478762
Cluster-33358.36536,-0.122919624
Cluster-33358.36547,-1.927401689
Cluster-33358.36550,0.795396557
Cluster-33358.36572,0.695114046
Cluster-33358.36591,0.845165314
Cluster-33358.36592,0.064290856
Cluster-33358.36593,0.109644674
Cluster-33358.36594,-0.046760503
Cluster-33358.36601,-0.868083555
Cluster-33358.36626,0.529151641
Cluster-33358.36629,-0.923481692
Cluster-33358.36646,-0.533107282
Cluster-33358.36649,-1.015718073
Cluster-33358.36669,1.414625035
Cluster-33358.36674,-1.201870021
Cluster-33358.36680,-1.060139851
Cluster-33358.36683,0.763504698
Cluster-33358.36706,0.359284837
Cluster-33358.36714,-0.137510314
Cluster-33358.36719,-0.39527702
Cluster-33358.36729,-3.213741814
Cluster-33358.36731,-1.980884405
Cluster-33358.36740,1.188371053
Cluster-33358.36741,0.98852267
Cluster-33358.36759,0.300449872
Cluster-33358.36774,0.080490049
Cluster-33358.36776,-1.031239184
Cluster-33358.36782,-0.163011649
Cluster-33358.36823,-3.742454265
Cluster-33358.36833,-0.175159963
Cluster-33358.36838,1.126044
Cluster-33358.36847,-0.239130403
Cluster-33358.36850,-0.214074816
Cluster-33358.36860,-0.721788802
Cluster-33358.36886,0.086892251
Cluster-33358.36925,-1.275661907
Cluster-33358.36929,-3.255489139
Cluster-33358.36935,1.09234777
Cluster-33358.36937,-0.757049631
Cluster-33358.36946,0.526219956
Cluster-33358.36950,1.547615286
Cluster-33358.36953,-0.142763668
Cluster-33358.36960,1.054394283
Cluster-33358.36971,-0.689234482
Cluster-33358.36987,-1.141873736
Cluster-33358.36995,-0.434351312
Cluster-33358.37009,-0.133344392
Cluster-33358.37023,-0.126180117
Cluster-33358.37026,0.017321074
Cluster-33358.37051,0.397008204
Cluster-33358.37055,-0.224238065
Cluster-33358.37058,0.462586169
Cluster-33358.37074,-0.553529589
Cluster-33358.37082,-0.603188522
Cluster-33358.37097,-0.638552436
Cluster-33358.37106,1.118418208
Cluster-33358.37107,-1.347790788
Cluster-33358.37111,1.769251071
Cluster-33358.37126,-0.791835419
Cluster-33358.37133,-1.878648917
Cluster-33358.37135,1.103104228
Cluster-33358.37145,-0.131704721
Cluster-33358.37148,-0.588483907
Cluster-33358.37149,1.496078133
Cluster-33358.37150,-0.25164707
Cluster-33358.37157,-2.048255861
Cluster-33358.37184,0.033071885
Cluster-33358.37215,2.254103736
Cluster-33358.37220,0.144293664
Cluster-33358.37232,0.005761628
Cluster-33358.37244,-0.578535487
Cluster-33358.37252,0.434861643
Cluster-33358.37255,-0.757166093
Cluster-33358.37256,0.094493977
Cluster-33358.37258,-3.542144516
Cluster-33358.37280,-0.352592919
Cluster-33358.37281,-0.746479968
Cluster-33358.37285,-1.71113125
Cluster-33358.37286,-0.834486486
Cluster-33358.37287,0.617560329
Cluster-33358.37289,-0.089399012
Cluster-33358.37299,-0.139706372
Cluster-33358.37302,-0.214016819
Cluster-33358.37309,-1.411144289
Cluster-33358.37310,-0.789209418
Cluster-33358.37311,0.01414175
Cluster-33358.37314,0.377996725
Cluster-33358.37319,-0.61597154
Cluster-33358.37333,0.797689822
Cluster-33358.37345,-2.159440381
Cluster-33358.37351,-0.972050698
Cluster-33358.37355,0.022569007
Cluster-33358.37361,-1.018272739
Cluster-33358.37364,-1.67712751
Cluster-33358.37380,-0.358585165
Cluster-33358.37393,-0.215663555
Cluster-33358.37396,-2.323157645
Cluster-33358.37408,0.305878917
Cluster-33358.37414,-1.65603009
Cluster-33358.37418,-0.187126178
Cluster-33358.37426,-0.115425234
Cluster-33358.37437,0.049298671
Cluster-33358.37453,-0.856651904
Cluster-33358.37457,-1.059503813
Cluster-33358.37486,2.104002809
Cluster-33358.37487,-1.609115148
Cluster-33358.37499,0.280092987
Cluster-33358.37526,-0.839457383
Cluster-33358.37527,0.366951376
Cluster-33358.37531,-1.297070282
Cluster-33358.37537,-2.206064058
Cluster-33358.37546,1.489174421
Cluster-33358.37581,0.256115212
Cluster-33358.37591,-1.59146094
Cluster-33358.37593,-0.709182818
Cluster-33358.37597,-1.430754935
Cluster-33358.37616,-0.558085473
Cluster-33358.37623,-0.680748458
Cluster-33358.37626,-1.395005254
Cluster-33358.37636,1.128958391
Cluster-33358.37644,-0.207690727
Cluster-33358.37646,-0.365810993
Cluster-33358.37651,0.668234135
Cluster-33358.37653,-0.61921899
Cluster-33358.37656,1.153102073
Cluster-33358.37664,-1.451947805
Cluster-33358.37679,-1.210361364
Cluster-33358.37688,2.690703582
Cluster-33358.37693,-0.732415362
Cluster-33358.37715,-0.569701893
Cluster-33358.37716,-0.709321087
Cluster-33358.37717,-1.178497135
Cluster-33358.37739,1.5612804
Cluster-33358.37764,-0.692596434
Cluster-33358.37765,-2.667742462
Cluster-33358.37773,0.736825133
Cluster-33358.37778,-1.943595507
Cluster-33358.37803,-2.290145549
Cluster-33358.37804,-1.865501171
Cluster-33358.37821,-0.377408664
Cluster-33358.37858,-0.46181058
Cluster-33358.37859,1.413234991
Cluster-33358.37865,-1.663140659
Cluster-33358.37885,-0.683890244
Cluster-33358.37896,-2.64196114
Cluster-33358.37902,0.859933985
Cluster-33358.37904,2.433499771
Cluster-33358.37908,0.643510011
Cluster-33358.37910,-0.709682738
Cluster-33358.37922,1.198077638
Cluster-33358.37948,-1.724790787
Cluster-33358.37949,-0.776379315
Cluster-33358.37953,-2.452752885
Cluster-33358.37979,-0.720186288
Cluster-33358.37980,0.528916046
Cluster-33358.37993,0.467017361
Cluster-33358.37994,0.920630955
Cluster-33358.38037,0.522887815
Cluster-33358.38073,-0.053423062
Cluster-33358.38085,-0.694954114
Cluster-33358.38099,1.11232414
Cluster-33358.38110,0.961287697
Cluster-33358.38128,0.231699888
Cluster-33358.38133,1.059369742
Cluster-33358.38142,0.753087671
Cluster-33358.38151,2.770830693
Cluster-33358.38153,-0.301459833
Cluster-33358.38170,-1.345175256
Cluster-33358.38172,-0.06313814
Cluster-33358.38201,-2.29871489
Cluster-33358.38206,-0.295226815
Cluster-33358.38216,0.436902192
Cluster-33358.38220,1.506483905
Cluster-33358.38236,-0.722959912
Cluster-33358.38246,0.616399044
Cluster-33358.38252,-0.678807316
Cluster-33358.38256,0.200974981
Cluster-33358.38258,-0.127015346
Cluster-33358.38271,-0.608785695
Cluster-33358.38284,-1.568042649
Cluster-33358.38288,0.034893925
Cluster-33358.38299,-0.987001204
Cluster-33358.38318,-1.182716562
Cluster-33358.38329,1.346725385
Cluster-33358.38331,-1.189817974
Cluster-33358.38352,0.325497341
Cluster-33358.38358,0.046367767
Cluster-33358.38375,1.126747285
Cluster-33358.38382,-0.073558741
Cluster-33358.38384,-0.218764933
Cluster-33358.38389,-0.053355998
Cluster-33358.38390,0.591886068
Cluster-33358.38399,-0.551587197
Cluster-33358.38428,-1.871707883
Cluster-33358.38433,-1.936111784
Cluster-33358.38443,0.945780621
Cluster-33358.38444,-0.284590644
Cluster-33358.38456,-1.405315842
Cluster-33358.38457,0.003090171
Cluster-33358.38458,-0.457535536
Cluster-33358.38463,-1.593302042
Cluster-33358.38464,0.374109755
Cluster-33358.38466,1.49398481
Cluster-33358.38485,-0.874708161
Cluster-33358.38486,-1.593646605
Cluster-33358.38490,0.588964962
Cluster-33358.38492,-2.787518967
Cluster-33358.38494,-0.173073334
Cluster-33358.38505,0.169316875
Cluster-33358.38513,-0.296791055
Cluster-33358.38522,-2.996838517
Cluster-33358.38546,-0.532916587
Cluster-33358.38547,-0.37962065
Cluster-33358.38548,-1.413575042
Cluster-33358.38559,-1.251362435
Cluster-33358.38560,0.694455297
Cluster-33358.38561,-0.144366822
Cluster-33358.38565,-0.391758896
Cluster-33358.38573,-0.245373073
Cluster-33358.38601,1.123145187
Cluster-33358.38606,-0.509403783
Cluster-33358.38612,1.301055779
Cluster-33358.38617,-0.795067611
Cluster-33358.38625,0.592881301
Cluster-33358.38650,-1.209213802
Cluster-33358.38656,0.178365123
Cluster-33358.38660,1.032472079
Cluster-33358.38661,-0.327854799
Cluster-33358.38701,-0.445029205
Cluster-33358.38703,1.065850679
Cluster-33358.38735,-0.810925617
Cluster-33358.38736,-0.665533028
Cluster-33358.38737,0.100003079
Cluster-33358.38742,-0.548737287
Cluster-33358.38747,-1.586360411
Cluster-33358.38752,-1.607056397
Cluster-33358.38754,0.505291124
Cluster-33358.38761,-0.180637959
Cluster-33358.38763,-0.323888241
Cluster-33358.38767,0.762376316
Cluster-33358.38769,-1.369775958
Cluster-33358.38771,-0.688298099
Cluster-33358.38773,-1.008818816
Cluster-33358.38779,-0.687735474
Cluster-33358.38784,3.082880343
Cluster-33358.38787,-3.230720008
Cluster-33358.38792,2.173198872
Cluster-33358.38796,1.361172289
Cluster-33358.38798,0.726468862
Cluster-33358.38806,1.23275056
Cluster-33358.38812,-1.024279088
Cluster-33358.38817,-0.977827789
Cluster-33358.38819,0.313487148
Cluster-33358.38820,-0.057240166
Cluster-33358.38825,-0.073346356
Cluster-33358.38846,0.914058349
Cluster-33358.38848,-0.089113006
Cluster-33358.38857,-0.215928518
Cluster-33358.38859,-1.916936234
Cluster-33358.38864,-1.758700096
Cluster-33358.38867,-0.436956199
Cluster-33358.38869,0.265322306
Cluster-33358.38875,-1.878836355
Cluster-33358.38877,-0.894046939
Cluster-33358.38904,0.724916693
Cluster-33358.38935,0.224922708
Cluster-33358.38943,-0.78264291
Cluster-33358.38958,-0.327078147
Cluster-33358.38962,-1.136029007
Cluster-33358.38967,-0.021476093
Cluster-33358.38975,-0.226664566
Cluster-33358.38996,0.118889559
Cluster-33358.39015,-0.513422372
Cluster-33358.39019,-0.709337968
Cluster-33358.39028,1.621019722
Cluster-33358.39061,-0.922545879
Cluster-33358.39069,1.346691434
Cluster-33358.39084,-0.003746728
Cluster-33358.39085,0.595792321
Cluster-33358.39091,-1.914176675
Cluster-33358.39105,0.060639251
Cluster-33358.39112,-0.586098766
Cluster-33358.39114,-0.536391347
Cluster-33358.39121,-0.153121766
Cluster-33358.39136,-0.618853477
Cluster-33358.39139,0.184177139
Cluster-33358.39168,-0.545563958
Cluster-33358.39169,-0.995827634
Cluster-33358.39170,-0.205484341
Cluster-33358.39176,-0.640865883
Cluster-33358.39181,-0.025024268
Cluster-33358.39201,0.218864394
Cluster-33358.39208,-0.688780514
Cluster-33358.39212,-0.011286831
Cluster-33358.39220,-1.361103208
Cluster-33358.39234,-0.691712677
Cluster-33358.39250,0.641208123
Cluster-33358.39252,-0.058013148
Cluster-33358.39278,-1.160055855
Cluster-33358.39281,2.161376933
Cluster-33358.39286,-0.598011097
Cluster-33358.39289,-0.636892729
Cluster-33358.39295,1.734212954
Cluster-33358.39299,-1.480844716
Cluster-33358.39312,1.594803379
Cluster-33358.39353,-0.839692344
Cluster-33358.39356,-1.496347226
Cluster-33358.39362,-0.834841418
Cluster-33358.39363,-0.473021268
Cluster-33358.39372,0.37965827
Cluster-33358.39399,-0.83479098
Cluster-33358.39402,2.627688473
Cluster-33358.39406,-0.542187665
Cluster-33358.39418,0.329417667
Cluster-33358.39421,0.848308218
Cluster-33358.39431,-0.202721237
Cluster-33358.39434,1.560957705
Cluster-33358.39459,-0.725589678
Cluster-33358.39471,-0.813250869
Cluster-33358.39483,2.554712812
Cluster-33358.39486,-0.856355067
Cluster-33358.39488,-1.147578195
Cluster-33358.39510,-0.556054973
Cluster-33358.39513,0.124908457
Cluster-33358.39517,-0.350624556
Cluster-33358.39525,0.071954137
Cluster-33358.39528,1.06354616
Cluster-33358.39537,-2.087081183
Cluster-33358.39563,-1.19522307
Cluster-33358.39564,-1.433526765
Cluster-33358.39568,-1.600118975
Cluster-33358.39579,-0.566685249
Cluster-33358.39590,-3.293717674
Cluster-33358.39605,-1.030662232
Cluster-33358.39607,0.696049106
Cluster-33358.39623,-0.989072492
Cluster-33358.39632,-0.370647032
Cluster-33358.39658,-1.333438462
Cluster-33358.39660,-1.258903911
Cluster-33358.39662,-0.800541078
Cluster-33358.39664,0.249376993
Cluster-33358.39713,-0.885847762
Cluster-33358.39742,0.043126632
Cluster-33358.39747,0.256977788
Cluster-33358.39752,1.485270905
Cluster-33358.39775,0.081195561
Cluster-33358.39777,-2.386913693
Cluster-33358.39796,-0.569054569
Cluster-33358.39807,-0.465839947
Cluster-33358.39828,0.280803612
Cluster-33358.39835,1.095356484
Cluster-33358.39871,1.618414516
Cluster-33358.39880,-0.602202762
Cluster-33358.39886,0.822995538
Cluster-33358.39887,0.600240522
Cluster-33358.39921,1.374050919
Cluster-33358.39945,0.135367324
Cluster-33358.39950,0.029628622
Cluster-33358.39951,-0.349668876
Cluster-33358.39952,-0.083277725
Cluster-33358.39959,-2.367769881
Cluster-33358.39965,0.65795345
Cluster-33358.39991,0.753774902
Cluster-33358.40006,-0.026327189
Cluster-33358.40029,-0.229686562
Cluster-33358.40043,-0.834030258
Cluster-33358.40049,0.32188269
Cluster-33358.40053,-0.744897521
Cluster-33358.40066,-0.652662674
Cluster-33358.40078,1.223926178
Cluster-33358.40079,0.343745244
Cluster-33358.40082,0.26786992
Cluster-33358.40085,-0.731423553
Cluster-33358.40112,-0.567306298
Cluster-33358.40116,-1.340460852
Cluster-33358.40120,-1.533990721
Cluster-33358.40138,1.597803387
Cluster-33358.40140,-1.328843974
Cluster-33358.40144,-1.557089289
Cluster-33358.40153,-1.959695812
Cluster-33358.40156,-0.405525455
Cluster-33358.40161,-0.726967636
Cluster-33358.40167,-0.539200256
Cluster-33358.40172,0.595852689
Cluster-33358.40184,0.654615751
Cluster-33358.40190,-0.216197344
Cluster-33358.40191,-0.778773241
Cluster-33358.40199,-0.236251743
Cluster-33358.40207,-0.969814467
Cluster-33358.40233,-1.040207228
Cluster-33358.40239,-1.508818661
Cluster-33358.40242,0.712074229
Cluster-33358.40249,0.988351761
Cluster-33358.40261,0.946608975
Cluster-33358.40263,-1.151590432
Cluster-33358.40265,1.823947227
Cluster-33358.40270,0.295676143
Cluster-33358.40283,0.035578855
Cluster-33358.40287,0.380560944
Cluster-33358.40294,-2.239482631
Cluster-33358.40295,-0.387679101
Cluster-33358.40320,-0.383838381
Cluster-33358.40341,0.961465738
Cluster-33358.40350,-0.558469479
Cluster-33358.40353,-2.573712767
Cluster-33358.40375,-0.646070394
Cluster-33358.40378,1.423368671
Cluster-33358.40379,1.039255062
Cluster-33358.40391,-0.548670085
Cluster-33358.40403,-2.783254714
Cluster-33358.40439,-0.296936427
Cluster-33358.40464,-0.710854316
Cluster-33358.40469,-0.125493936
Cluster-33358.40486,-1.015225098
Cluster-33358.40504,0.254522584
Cluster-33358.40510,2.331628904
Cluster-33358.40515,0.787873909
Cluster-33358.40523,0.221607732
Cluster-33358.40524,-0.074035043
Cluster-33358.40541,-0.662416777
Cluster-33358.40543,-2.123029891
Cluster-33358.40559,-0.44377604
Cluster-33358.40575,1.57286806
Cluster-33358.40578,0.186496874
Cluster-33358.40596,1.450695902
Cluster-33358.40602,2.493435616
Cluster-33358.40604,-1.0086344
Cluster-33358.40605,2.894296315
Cluster-33358.40606,0.408236107
Cluster-33358.40619,0.509650648
Cluster-33358.40625,0.837368738
Cluster-33358.40637,-0.207714032
Cluster-33358.40642,-2.7894253
Cluster-33358.40654,-0.433176649
Cluster-33358.40656,-0.587514192
Cluster-33358.40664,1.053824438
Cluster-33358.40681,3.279880838
Cluster-33358.40683,-3.551958483
Cluster-33358.40685,2.06557965
Cluster-33358.40694,0.726727785
Cluster-33358.40699,-6.193461884
Cluster-33358.40706,0.14809856
Cluster-33358.40707,-3.429319971
Cluster-33358.40711,-0.346228638
Cluster-33358.40714,1.655350784
Cluster-33358.40721,1.20745832
Cluster-33358.40726,-1.081788194
Cluster-33358.40735,-0.028836633
Cluster-33358.40780,-0.594036627
Cluster-33358.40784,-1.308951345
Cluster-33358.40792,-0.201511083
Cluster-33358.40800,-1.109572553
Cluster-33358.40815,1.667591892
Cluster-33358.40816,2.003957852
Cluster-33358.40842,-0.024881528
Cluster-33358.40859,1.184075986
Cluster-33358.40867,-0.388344166
Cluster-33358.40873,-0.454752733
Cluster-33358.40885,-0.703218919
Cluster-33358.40910,-0.058967769
Cluster-33358.40918,1.923526268
Cluster-33358.40922,-1.431183532
Cluster-33358.40935,-1.088560854
Cluster-33358.40937,2.587454575
Cluster-33358.40960,-0.169395385
Cluster-33358.40961,-0.591161606
Cluster-33358.40969,-0.391267541
Cluster-33358.40971,-1.05552672
Cluster-33358.40972,0.319142614
Cluster-33358.40979,0.517541517
Cluster-33358.40987,0.207290157
Cluster-33358.40998,-0.468897942
Cluster-33358.41000,-1.146067451
Cluster-33358.41011,-0.260357327
Cluster-33358.41013,-1.033838108
Cluster-33358.41030,-0.8003
Cluster-33358.41056,-1.657446797
Cluster-33358.41058,-0.93047933
Cluster-33358.41064,-1.058052029
Cluster-33358.41076,-0.996676068
Cluster-33358.41096,-2.132100613
Cluster-33358.41121,-0.550008035
Cluster-33358.41131,-0.147651496
Cluster-33358.41137,1.255075251
Cluster-33358.41150,0.779146657
Cluster-33358.41156,-1.192571867
Cluster-33358.41160,0.65249905
Cluster-33358.41194,1.743551181
Cluster-33358.41215,-0.322299822
Cluster-33358.41233,-1.808867053
Cluster-33358.41235,-0.118930422
Cluster-33358.41237,-0.502007137
Cluster-33358.41252,0.199035629
Cluster-33358.41260,-1.565705949
Cluster-33358.41283,-0.806326371
Cluster-33358.41295,-0.680584543
Cluster-33358.41309,-0.767902994
Cluster-33358.41326,-2.402807107
Cluster-33358.41327,-0.094993641
Cluster-33358.41328,-1.897494808
Cluster-33358.41334,0.482119702
Cluster-33358.41335,0.412662908
Cluster-33358.41336,0.939323759
Cluster-33358.41342,-0.634493146
Cluster-33358.41344,0.084943571
Cluster-33358.41351,-0.368997049
Cluster-33358.41356,-1.692232628
Cluster-33358.41361,-1.11243076
Cluster-33358.41365,-0.627444446
Cluster-33358.41368,-1.199566177
Cluster-33358.41372,0.163767129
Cluster-33358.41378,-1.244849924
Cluster-33358.41380,0.071944296
Cluster-33358.41402,0.882182194
Cluster-33358.41404,1.014780303
Cluster-33358.41407,1.003979851
Cluster-33358.41412,1.145113769
Cluster-33358.41413,0.645404558
Cluster-33358.41414,-0.625554418
Cluster-33358.41424,-0.602859862
Cluster-33358.41441,-2.434975171
Cluster-33358.41453,-2.314177033
Cluster-33358.41458,0.130300155
Cluster-33358.41472,0.064467527
Cluster-33358.41499,-0.11204971
Cluster-33358.41502,2.299217387
Cluster-33358.41504,-4.377885945
Cluster-33358.41505,0.631237037
Cluster-33358.41517,-0.824356357
Cluster-33358.41526,1.553989789
Cluster-33358.41546,-0.472908806
Cluster-33358.41554,0.490790421
Cluster-33358.41563,0.081241018
Cluster-33358.41565,-0.056105135
Cluster-33358.41588,0.221423546
Cluster-33358.41591,1.422814308
Cluster-33358.41602,-1.375717374
Cluster-33358.41607,-0.519091667
Cluster-33358.41648,0.320382745
Cluster-33358.41657,2.001616339
Cluster-33358.41680,1.30069933
Cluster-33358.41689,-1.702191157
Cluster-33358.41717,0.082884461
Cluster-33358.41755,-1.16445108
Cluster-33358.41758,1.461212571
Cluster-33358.41774,-1.279688693
Cluster-33358.41808,-0.336774692
Cluster-33358.41814,0.117521419
Cluster-33358.41832,-1.420932492
Cluster-33358.41840,-1.073410392
Cluster-33358.41853,-0.16492102
Cluster-33358.41867,1.083191722
Cluster-33358.41892,-1.167669562
Cluster-33358.41903,-1.488514857
Cluster-33358.41905,-0.205935502
